,Code,Product label,,,,,,,,,,,,HS6Desc,BEC5Code1
158,441231,"Plywood consisting solely of sheets of wood <= 6 mm thick, with at least one outer ply of tropical ...",,,,,,,,,,,,"Plywood; consisting only of sheets of wood (not bamboo), each ply 6mm or thinner, with at least one outer ply of tropical wood",311210
159,90111,Coffee (excluding roasted and decaffeinated),,,,,,,,,,,,Coffee; not roasted or decaffeinated,1111
160,390810,"Polyamides-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",,,,,,,,,,,,"Polyamides; polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12, in primary forms",211210
161,721070,"Flat products of iron or non-alloy steel, of a width of >= 600 mm, hot-rolled or cold-rolled ...""",,,,,,,,,,,,"Iron or non-alloy steel; flat-rolled, width 600mm or more, painted, varnished or coated with plastics",511210
162,720838,"Flat-rolled products of iron or non-alloy steel, of a width of >= 600 mm, in coils, simply ...",,,,,,,,,,,,"Iron or non-alloy steel; in coils, without patterns in relief, flat-rolled, of a width 600mm or more, hot-rolled, of a thickness of 3mm or more but less than 4.75mm",511210
163,150710,"Crude soya-bean oil, whether or not degummed",,,,,,,,,,,,"Vegetable oils; soya-bean oil and its fractions, crude, whether or not degummed, not chemically modified",111210
164,300212,Antisera and other blood fractions,,,,,,,,,,,,"Blood, human or animal, antisera, other blood fractions and immunological products; antisera and other blood fractions",711220
165,740200,"Copper, unrefined; copper anodes for electrolytic refining",,,,,,,,,,,,"Copper; unrefined, copper anodes for electrolytic refining",311210
166,761699,"Articles of aluminium, n.e.s.",,,,,,,,,,,,Aluminium; articles n.e.c. in heading 7616,311220
167,391990,"Self-adhesive plates, sheets, film, foil, tape, strip and other flat shapes, of plastics, whether ...",,,,,,,,,,,,"Plastics; plates, sheets, film, foil, tape, strip, other flat shapes thereof, self-adhesive, other than in rolls of a width not exceeding 20cm",311210
168,870829,"Parts and accessories of bodies for tractors, motor vehicles for the transport of ten or more ...""",,,,,,,,,,,,"Vehicles; parts and accessories, of bodies, other than safety seat belts",511220
169,261310,Roasted molybdenum ores and concentrates,,,,,,,,,,,,Molybdenum ores and concentrates; roasted,2111
170,611020,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of cotton, knitted or crocheted ...",,,,,,,,,,,,"Jerseys, pullovers, cardigans, waistcoats and similar articles; of cotton, knitted or crocheted",413202
171,30617,"Frozen shrimps and prawns, even smoked, whether in shell or not, incl. shrimps and prawns in ...",,,,,,,,,,,,"Crustaceans; frozen, shrimps and prawns, excluding cold-water varieties, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",113101
172,290250,Styrene,,,,,,,,,,,,Cyclic hydrocarbons; styrene,211220
173,970110,"Paintings, e.g. oil paintings, watercolours and pastels, and drawings executed entirely by ...",,,,,,,,,,,,"Paintings, drawings and pastels; executed entirely by hand, other than drawings of heading no. 4906",713202
174,741011,"Refined copper foil, not backed, of a thickness of <= 0,15 mm (excluding stamping foils of ...",,,,,,,,,,,,"Copper; foil, not backed, of a thickness not exceeding 0.15mm, of refined copper",311210
175,902620,Instruments and apparatus for measuring or checking pressure of liquids or gases (excluding ...,,,,,,,,,,,,Instruments and apparatus; for measuring or checking pressure,712
176,902750,"Instruments and apparatus for physical or chemical analysis, using UV, visible or IR optical ...",,,,,,,,,,,,"Instruments and apparatus; using optical radiations (UV, visible, IR), (other than spectrometers, spectrophotometers and spectrographs)",712020
177,320611,Pigments and preparations based on titanium dioxide of a kind used for colouring any material ...,,,,,,,,,,,,"Colouring matter; pigments and preparations based on titanium dioxide, containing 80% or more by weight of titanium dioxide calculated on the dry matter",311210
178,841199,"Parts of gas turbines, n.e.s.",,,,,,,,,,,,Turbines; parts of gas turbines (excluding turbo-jets and turbo-propellers),511220
179,848340,"Gears and gearing for machinery (excluding toothed wheels, chain sprockets and other transmission ...",,,,,,,,,,,,"Gears and gearing; (not toothed wheels, chain sprockets and other transmission elements presented separately); ball or roller screws; gear boxes and other speed changers, including torque converters",511220
180,680293,"Granite, in any form, polished, decorated or otherwise worked (excluding tiles, cubes and similar ...",,,,,,,,,,,,"Granite; articles thereof, (other than simply cut or sawn, with a flat or even surface)",311220
181,293499,"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excl. ...""",,,,,,,,,,,,"Nucleic acids and their salts, other heterocyclic compounds, n.e.c. in heading number 2934",211220
182,842199,"Parts of machinery and apparatus for filtering or purifying liquids or gases, n.e.s.",,,,,,,,,,,,Machinery; parts for filtering or purifying liquids or gases,411210
183,851761,"Base stations of apparatus for the transmission or reception of voice, images or other data",,,,,,,,,,,,Base stations,612020
184,850811,"Vacuum cleaners, incl. dry cleaners and wet vacuum cleaners, with self-contained electric motor, ...",,,,,,,,,,,,"Vacuum cleaners, with self-contained electric motor, of a power not exceeding 1,500 W and having a dust bag or other receptacle capacity not exceeding 20L",313202
185,870350,"Motor cars and other motor vehicles principally designed for the transport of <10 persons, ...",,,,,,,,,,,,"Vehicles; with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor for propulsion, incapable of being charged by plugging to external source of electric power",513202
186,392190,"Plates, sheets, film, foil and strip, of plastics, reinforced, laminated, supported or similarly ...",,,,,,,,,,,,"Plastics; plates, sheets, film, foil and strip, other than cellular",311210
187,611030,"Jerseys, pullovers, cardigans, waistcoats and similar articles, of man-made fibres, knitted ...",,,,,,,,,,,,"Jerseys, pullovers, cardigans, waistcoats and similar articles; of man-made fibres, knitted or crocheted",413202
188,220421,"Wine of fresh grapes, incl. fortified wines, and grape must whose fermentation has been arrested ...",,,,,,,,,,,,"Wine; still, in containers holding 2 litres or less",113101
189,950631,"Golf clubs, complete",,,,,,,,,,,,Golf clubs; complete,713202
190,854160,Mounted piezoelectric crystals,,,,,,,,,,,,Crystals; mounted piezo-electric,611220
191,847149,"Data-processing machines, automatic, presented in the form of systems """"comprising at least ...""",,,,,,,,,,,,"Automatic data processing machines; presented in the form of systems, n.e.c. in item no. 8471.30 or 8471.41",612020
192,940190,"Parts of seats, n.e.s.",,,,,,,,,,,,Seat; parts,311220
193,750400,"Powders and flakes, of nickel (excluding nickel oxide sinters)",,,,,,,,,,,,Nickel; powders and flakes,311210
194,292610,Acrylonitrile,,,,,,,,,,,,Nitrile-function compounds; acrylonitrile,211220
195,420292,"Travelling-bags, insulated food or beverage bags, toilet bags, rucksacks, shopping-bags, map-cases, ...",,,,,,,,,,,,"Cases and containers; n.e.c. in heading 4202, with outer surface of sheeting of plastics or of textile materials",513202
196,30633,"Crabs, whether in shell or not, live, fresh or chilled",,,,,,,,,,,,"Crustaceans; live, fresh or chilled, crabs, whether in shell or not",113101
197,841191,"Parts of turbojets or turbopropellers, n.e.s.",,,,,,,,,,,,Turbines; parts of turbo-jets and turbo-propellers,511220
198,848190,"Parts of valves and similar articles for pipes, boiler shells, tanks, vats or the like, n.e.s.",,,,,,,,,,,,"Taps, cocks, valves and similar appliances; parts thereof",311220
199,720221,"Ferro-silicon, containing by weight > 55% of silicon",,,,,,,,,,,,"Ferro-alloys; ferro-silicon, containing by weight more than 55% of silicon",511210
200,700600,"Sheets or profiles of glass, whether or not having an absorbent, reflecting or non-reflecting ...",,,,,,,,,,,,"Glass of heading no. 7003, 7004 or 7005; bent, edge-worked, engraved, drilled, enamelled or otherwise worked, but not framed or fitted with other materials",311220
201,800110,"Unwrought tin, not alloyed",,,,,,,,,,,,"Tin; unwrought, not alloyed",311210
202,900290,"Lenses, prisms, mirrors and other optical elements, mounted, of any material, being parts of ...",,,,,,,,,,,,"Optical elements; n.e.c. in heading no. 9002 (e.g. prisms and mirrors), mounted, being parts or fittings for instruments or apparatus, of any material (excluding elements of glass not optically worked)",711220
203,440131,Wood pellets,,,,,,,,,,,,"Wood; for fuel, sawdust and wood waste and scrap, agglomerated in logs, briquettes, pellets or similar forms; wood pellets",1111
204,902710,Gas or smoke analysis apparatus,,,,,,,,,,,,"Instruments and apparatus; gas or smoke analysis apparatus, for physical or chemical analysis",712020
205,840890,"Compression-ignition internal combustion piston engine """"diesel or semi-diesel engine"""" (excluding ...""",,,,,,,,,,,,"Engines; compression-ignition internal combustion piston engines (diesel or semi-diesel engines), of a kind used for other than marine propulsion or the vehicles of chapter 87",511220
206,381512,"Supported catalysts with precious metal or a precious-metal compound as the active substance, ...",,,,,,,,,,,,"Catalysts, supported; reaction initiators, reaction accelerators and catalytic preparations, with precious metal or precious metal compounds as the active substance, n.e.c. or included",211220
207,392073,"Plates, sheets, film, foil and strip, of non-cellular cellulose acetates, not reinforced, laminated, ...",,,,,,,,,,,,"Plastics; plates, sheets, film, foil and strip (not self-adhesive), of cellulose acetate, non-cellular and not reinforced, laminated, supported or similarly combined with other materials",311220
208,320490,"Synthetic organic products of a kind used as luminophores, whether or not chemically defined",,,,,,,,,,,,"Dyes; synthetic organic products n.e.c. in heading no. 3204 (e.g. of a kind used as luminophores), whether or not chemically defined",311210
209,851660,"Electric ovens, cookers, cooking plates and boiling rings, electric grillers and roasters, ...",,,,,,,,,,,,"Ovens, cookers, cooking plates, boiling rings, grillers and roasters; of a kind used for domestic purposes (excluding microwaves)",313202
210,721391,"Bars and rods, hot-rolled, in irregularly wound coils, of iron or non-alloy steel, of circular ...",,,,,,,,,,,,"Iron or non-alloy steel; bars and rods, hot-rolled, in irregularly wound coils, n.e.c. in heading no. 7213, of circular cross-section measuring less than 14mm in diameter",511210
211,841590,"Parts of air conditioning machines, comprising a motor-driven fan and elements for changing ...",,,,,,,,,,,,"Air conditioning machines; with motor driven fan and elements for temperature control, parts thereof",311210
